Zeit t / s;Spannung U_1 / V;Stromstärke I_1 / A;Phasenverschiebung &j_1 / °;Spannung U_A2 / V;Spannung U_B2 / V;Leistungsfaktor cos&j_2;Anzahl n_0;Frequenz f_0 / Hz;Frequenz f_1 / Hz;Frequenz f / Hz;Phasenverschiebung &j_2 / °;Leistung P / mW;Impedanz Z / k&W;Admittanz Y / 1/k&W
131,7;7,08003531064641;0,00412310562561766;-73,8648503164913;0,588283095116628;1,7002981356221;-0,986781242747194;50;36,49635036;2007,29927;2168,86149526801;-9,32636719374585;0,09870345;3,45988202181606;0,289027196214947
133,8;7,07955153946915;0,00412310562561766;-73,7972967593819;0,590771529442643;1,69748247413633;-0,980424719359053;50;36,49635036;2007,29927;2186,79580837555;-11,3554052558512;0,098319375;3,48028058282737;0,28733315495718
135,9;7,0684687167731;0,00412310562561766;-73,7967834065163;0,592232217968594;1,69815039086649;-0,978633155179132;50;36,49635036;2007,29927;2205,57533962014;-11,8654487338059;0,098421075;3,48751336250263;0,286737252608662
138;7,07592220138125;0,00412310562561766;-73,7836440602608;0,599577976580194;1,69722066921187;-0,9631112033529;50;36,49635036;2007,29927;2225,23992290537;-15,6109397020635;0,09800775;3,53270489487154;0,283069214598623
140,1;7,07251546481165;0,00415331193145904;-73,7597499015373;0,599750573155208;1,69872797998973;-0,962595857478259;50;36,49635036;2007,29927;2245,83126944886;-15,7202903340717;0,098070525;3,53058629880714;0,283239075713251
142,2;7,08010946243065;0,00418330013267038;-73,7309335716632;0,600536010577218;1,69847299065955;-0,961593708945853;50;36,49635036;2007,29927;2267,39305625735;-15,9308400266443;0,098082;3,53574071462872;0,282826168746655
144,299;7,07292018900256;0,002;-72,5689410009859;0,605466968545766;1,6979403699777;-0,953326241391613;50;36,49635036;2007,29927;2289,97101877151;-17,5742921072813;0,0980064;3,56589064758334;0,28043484751214
146,301;7,07553001548294;0,002;-72,4269898928539;0,614439988933012;1,69280632383034;-0,936484110318372;50;36,49635036;2007,29927;2313,61304787691;-20,530748641085;0,097406325;3,62971227294749;0,275503931111309
148,401;7,07980755388167;0,002;-72,0342964681915;0,612738524984353;1,69592297879355;-0,938746673110548;50;36,49635036;2007,29927;2338,36929148702;-20,1578693635666;0,09755055;3,6130091557592;0,276777599194838
150,5;7,07020862492756;0,00206155281280883;-72,5946508571848;0,623283843846445;1,69247001450543;-0,921835425970113;50;36,49635036;2007,29927;2364,29226091367;-22,8040989983585;0,097243425;3,68268766066488;0,271540812619297
152,501;7,07306333917631;0,00229128784747792;-76,1846162568274;0,629472993860737;1,68938761094072;-0,911912945294847;50;36,49635036;2007,29927;2391,43694225057;-24,2289404345728;0,096975;3,72604244155798;0,268381269318518
154,599;7,07586743798949;0,00282842712474619;-81,9721049809641;0,629585577979674;1,68657574689072;-0,913873849142933;50;36,49635036;2007,29927;2419,86091300618;-23,9536984424292;0,097039125;3,73292204124447;0,267886655266613
156,6;7,07337967311242;0,00320156211871642;-85,2316276011132;0,638535042108105;1,68380595675392;-0,898931380431265;50;36,49635036;2007,29927;2449,62446423335;-25,9820444500432;0,096650325;3,79221275199125;0,263698285249136
158,701;7,07418193150275;0,00320156211871642;-85,3844673715739;0,642574509298338;1,6828582828034;-0,893648146681555;50;36,49635036;2007,29927;2480,79072841469;-26,6646869851529;0,0966357;3,81835188301122;0,26189309697968
160,8;7,07931317290032;0,00229128784747792;-77,4215191841945;0,651293712544502;1,6872486479473;-0,875567496349735;50;36,49635036;2007,29927;2513,42581337506;-28,8877900615071;0,096215625;3,86009325499749;0,259061098771473
162,9;7,07277350125112;0,003;-84,2725861582177;0,649626431112528;1,68594394924624;-0,882364380471342;50;36,49635036;2007,29927;2547,59894250514;-28,071094129563;0,096639525;3,85319115385163;0,25952514683846
165;7,07999117231088;0,003278719262151;-86,6227396912267;0,658388942799012;1,6807531793812;-0,869723069143943;50;36,49635036;2007,29927;2583,38260159348;-29,5735257163518;0,096242625;3,91722562762851;0,255282716662252
167,099;7,0806849951117;0,003278719262151;-86,7281373348343;0,668924323073993;1,67754396365639;-0,855262695665007;50;36,49635036;2007,29927;2620,85269257859;-31,2112316061485;0,0959733;3,98752186271172;0,250782324067297
169,101;7,06825296661063;0,00295803989154981;-84,1115824170248;0,675917709488367;1,67982990210319;-0,843375387184987;50;36,49635036;2007,29927;2660,08869454717;-32,5017123965987;0,0957591;4,02372709666676;0,248525801073436
171,2;7,06791694914421;0,00234520787991171;-77,7924450091696;0,69012716219549;1,66962263700514;-0,825188679014176;50;36,49635036;2007,29927;2701,17383231985;-34,3923748510804;0,095082525;4,1334319917547;0,241929709257291
173,299;7,07328777867831;0,00229128784747792;-76,9392841198868;0,699456932198116;1,67506081979133;-0,80834299563965;50;36,49635036;2007,29927;2744,19525298223;-36,065647896235;0,094708125;4,17571066037621;0,239480194231155
